airport,country_code,latitude,longitude
gka,pg,-6.08169,145.39200
mag,pg,-5.20708,145.78900
hgu,pg,-5.82679,144.29601
lae,pg,-6.56980,146.72598
pom,pg,-9.44338,147.22000
wwk,pg,-3.58383,143.66901
uak,gl,61.16050,-45.42600
goh,gl,64.19090,-51.67810
sfj,gl,67.01222,-50.71160
thu,gl,76.53120,-68.70320
aey,is,65.66000,-18.07270
egs,is,65.28330,-14.40140
hfn,is,64.29560,-15.22720
hzk,is,65.95230,-17.42600
ifj,is,66.05810,-23.13530
kef,is,63.98500,-22.60560
pfj,is,65.55580,-23.96500
rkv,is,64.13000,-21.94060
sij,is,66.13330,-18.91670
vey,is,63.42430,-20.27890
yam,ca,46.48500,-84.50940
yav,ca,50.05640,-97.03250
yaw,ca,44.63970,-63.49940
yay,ca,51.39190,-56.08310
yaz,ca,49.07983,-125.77558
ybb,ca,68.53440,-89.80810
ybc,ca,49.13250,-68.20440
ybg,ca,48.33060,-70.99640
ybk,ca,64.29890,-96.07780
ybl,ca,49.95080,-125.27100
ybr,ca,49.91000,-99.95190
ycb,ca,69.10810,-105.13800
ycd,ca,49.05497,-123.86986
ycg,ca,49.29640,-117.63200
ych,ca,47.00780,-65.44920
ycl,ca,47.99080,-66.33030
yco,ca,67.81670,-115.14400
yct,ca,52.07500,-111.44500
ycw,ca,49.15280,-121.93900
ycy,ca,70.48610,-68.51670
yzs,ca,64.19330,-83.35940
yda,ca,64.04310,-139.12801
ydb,ca,61.37110,-139.04100
ydc,ca,49.46810,-120.51100
ydf,ca,49.21080,-57.39140
ydl,ca,58.42220,-130.03200
ydn,ca,51.10080,-100.05200
ydq,ca,55.74230,-120.18300
yeg,ca,53.30970,-113.58000
yek,ca,61.09420,-94.07080
yen,ca,49.21030,-102.96600
yet,ca,53.57890,-116.46500
yeu,ca,79.99470,-85.81420
yev,ca,68.30420,-133.48300
yfb,ca,63.75640,-68.55580
yfc,ca,45.86890,-66.53720
cyfe,ca,48.74610,-69.09720
yfo,ca,54.67810,-101.68200
yfr,ca,61.18080,-113.69000
yfs,ca,61.76020,-121.23700
ygk,ca,44.22530,-76.59690
ygl,ca,53.62530,-77.70420
ygp,ca,48.77530,-64.47860
ygq,ca,49.77830,-86.93940
ygr,ca,47.42470,-61.77810
yhb,ca,52.81670,-102.31100
yhd,ca,49.83170,-92.74420
yhi,ca,70.76280,-117.80600
yhk,ca,68.63560,-95.84970
yhm,ca,43.17360,-79.93500
yhu,ca,45.51750,-73.41690
yhy,ca,60.83970,-115.78300
yhz,ca,44.88080,-63.50860
yib,ca,48.77390,-91.63860
yio,ca,72.68330,-77.96670
yjn,ca,45.29440,-73.28110
yjt,ca,48.54420,-58.55000
yka,ca,50.70220,-120.44400
ykf,ca,43.46080,-80.37860
ykl,ca,54.80530,-66.80530
yky,ca,51.51750,-109.18100
ykz,ca,43.86220,-79.37000
yld,ca,47.82000,-83.34670
ylj,ca,54.12530,-108.52300
yll,ca,53.30920,-110.07300
ylt,ca,82.51780,-62.28060
ylw,ca,49.95610,-119.37800
yma,ca,63.61640,-135.86800
ymj,ca,50.33030,-105.55900
ymm,ca,56.65330,-111.22200
ymo,ca,51.29110,-80.60780
ymw,ca,46.27280,-75.99060
ymx,ca,45.67950,-74.03870
yna,ca,50.19000,-61.78920
ynd,ca,45.52170,-75.56360
ynm,ca,49.76170,-77.80280
yoc,ca,67.57060,-139.83900
yod,ca,54.40500,-110.27900
yoj,ca,58.62140,-117.16500
yow,ca,45.32250,-75.66920
ypa,ca,53.21420,-105.67300
ype,ca,56.22690,-117.44700
ypg,ca,49.90310,-98.27382
cypk,ca,49.21610,-122.71000
ypl,ca,51.44640,-90.21420
ypn,ca,49.83640,-64.28860
ypq,ca,44.23000,-78.36330
ypr,ca,54.28610,-130.44501
ypy,ca,58.76720,-111.11700
yqa,ca,44.97470,-79.30330
yqb,ca,46.79110,-71.39330
yqf,ca,52.18220,-113.89400
yqg,ca,42.27560,-82.95560
yqh,ca,60.11640,-128.82201
yqk,ca,49.78830,-94.36310
yql,ca,49.63030,-112.80000
yqm,ca,46.11220,-64.67860
yqq,ca,49.71080,-124.88700
yqr,ca,50.43190,-104.66600
yqt,ca,48.37190,-89.32390
yqu,ca,55.17970,-118.88500
yqv,ca,51.26470,-102.46200
yqw,ca,52.76920,-108.24400
yqx,ca,48.93690,-54.56810
yqy,ca,46.16140,-60.04780
yqz,ca,53.02610,-122.51000
yrb,ca,74.71690,-94.96940
yri,ca,47.76440,-69.58470
yrj,ca,48.52000,-72.26560
yrm,ca,52.42970,-114.90400
yrt,ca,62.81140,-92.11580
ysb,ca,46.62500,-80.79890
ysc,ca,45.43860,-71.69140
ysj,ca,45.31610,-65.89030
ysm,ca,60.02030,-111.96200
ysr,ca,72.98220,-84.61360
ysu,ca,46.44060,-63.83360
ysy,ca,71.99390,-125.24300
yte,ca,64.23000,-76.52670
yth,ca,55.80110,-97.86420
ytr,ca,44.11890,-77.52810
yts,ca,48.56970,-81.37670
ytz,ca,43.62750,-79.39620
yub,ca,69.43330,-133.02600
yul,ca,45.47060,-73.74080
yut,ca,66.52140,-86.22470
yux,ca,68.77610,-81.24250
yuy,ca,48.20610,-78.83560
yvc,ca,55.15140,-105.26200
yvg,ca,53.35580,-110.82400
yvm,ca,67.54580,-64.03140
yvo,ca,48.05330,-77.78280
yvp,ca,58.09610,-68.42690
yvq,ca,65.28160,-126.79800
yvr,ca,49.19390,-123.18400
yvt,ca,55.84190,-108.41800
yvv,ca,44.74580,-81.10720
ywa,ca,45.95220,-77.31920
ywg,ca,49.91000,-97.23990
ywk,ca,52.92190,-66.86440
ywl,ca,52.18310,-122.05400
ywy,ca,63.20940,-123.43700
yxc,ca,49.61080,-115.78200
yxd,ca,53.57250,-113.52100
yxe,ca,52.17080,-106.70000
yxh,ca,50.01890,-110.72100
yxj,ca,56.23810,-120.74000
yxl,ca,50.11390,-91.90530
yxp,ca,66.14500,-65.71360
yxr,ca,47.69740,-79.84735
yxs,ca,53.88940,-122.67900
yxt,ca,54.46850,-128.57601
yxu,ca,43.03560,-81.15390
yxx,ca,49.02530,-122.36100
yxy,ca,60.70960,-135.06700
yyb,ca,46.36360,-79.42280
yyc,ca,51.11390,-114.02000
yyd,ca,54.82470,-127.18300
yye,ca,58.83640,-122.59700
yyf,ca,49.46310,-119.60200
yyg,ca,46.29000,-63.12110
yyh,ca,69.54670,-93.57670
yyj,ca,48.64690,-123.42600
yyl,ca,56.86390,-101.07600
yyn,ca,50.29190,-107.69100
yyq,ca,58.73920,-94.06500
yyr,ca,53.31920,-60.42580
yyt,ca,47.61860,-52.75190
yyu,ca,49.41390,-82.46750
yyw,ca,50.29030,-88.90970
yyy,ca,48.60860,-68.20810
yyz,ca,43.67720,-79.63060
yzd,ca,43.74250,-79.46560
yze,ca,45.88530,-82.56780
yzf,ca,62.46280,-114.44000
yzh,ca,55.29310,-114.77700
yzp,ca,53.25430,-131.81400
yzr,ca,42.99940,-82.30890
yzt,ca,50.68060,-127.36700
yzu,ca,54.14390,-115.78700
yzv,ca,50.22330,-66.26560
yzw,ca,60.17280,-132.74300
yzx,ca,44.98440,-64.91690
zfa,ca,62.20750,-133.37601
zfm,ca,67.40750,-134.86099
daab,dz,36.50360,2.81417
daad,dz,35.33250,4.20639
bja,dz,36.71200,5.06992
alg,dz,36.69100,3.21541
djg,dz,24.29280,9.45244
qfd,dz,36.54580,2.87611
daan,dz,26.71010,0.28565
vvz,dz,26.72350,8.62265
daaq,dz,35.52540,2.87871
tmr,dz,22.81150,5.45108
gjl,dz,36.79510,5.87361
daay,dz,33.53590,-0.24235
daaz,dz,35.75220,0.62627
aae,dz,36.82220,7.80917
czl,dz,36.27600,6.62039
tee,dz,35.43160,8.12072
hrm,dz,32.93040,3.31154
tid,dz,35.34110,1.46315
daoe,dz,35.73540,-0.80539
tin,dz,27.70040,-8.16710
qas,dz,36.21270,1.33177
taf,dz,35.54240,-0.53228
tlm,dz,35.01670,-1.45000
orn,dz,35.62390,-0.62118
daos,dz,35.17180,-0.59328
muw,dz,35.20770,0.14714
azr,dz,27.83760,-0.18641
bsk,dz,34.79330,5.73823
elg,dz,30.57130,2.85959
gha,dz,32.38410,3.79411
hme,dz,31.67300,6.14044
inz,dz,27.25100,2.51202
tgr,dz,33.06780,6.08867
loo,dz,33.76440,2.92834
tmx,dz,29.23710,0.27603
ogx,dz,31.91720,5.41278
iam,dz,28.05150,9.64291
coo,bj,6.35723,2.38435
oua,bf,12.35320,-1.51242
boy,bf,11.16010,-4.33097
acc,gh,5.60519,-0.16679
tml,gh,9.55719,-0.86321
dglw,gh,10.08270,-2.50769
nyi,gh,7.36183,-2.32876
tkd,gh,4.89606,-1.77476
abj,iv,5.26139,-3.92629
byk,iv,7.73880,-5.07367
djo,iv,6.79281,-6.47319
hgo,iv,9.38718,-5.55666
mjc,iv,7.27207,-7.58736
spy,iv,4.74672,-6.66082
ask,iv,6.90317,-5.36558
abv,ng,9.00679,7.26317
akr,ng,7.24674,5.30101
bni,ng,6.31698,5.59950
cbq,ng,4.97602,8.34720
enu,ng,6.47427,7.56196
qus,ng,12.17170,6.69611
iba,ng,7.36246,3.97833
ilr,ng,8.44021,4.49392
jos,ng,9.63983,8.86905
kad,ng,10.69600,7.32011
kan,ng,12.04760,8.52462
miu,ng,11.85530,13.08090
mdi,ng,7.70388,8.61394
los,ng,6.57737,3.32116
mxj,ng,9.65217,6.46226
phc,ng,5.01549,6.94959
sko,ng,12.91630,5.20719
yol,ng,9.25755,12.43040
zar,ng,11.13020,7.68581
mfq,ne,13.50250,7.12675
nim,ne,13.48150,2.18361
thz,ne,14.87570,5.26536
ajy,ne,16.96600,8.00011
drzd,ne,18.96870,12.86870
drzf,ne,13.37290,12.62670
znd,ne,13.77900,8.98376
mir,tn,35.75810,10.75470
tun,tn,36.85100,10.22720
dttb,tn,37.24540,9.79145
dttd,tn,32.30620,10.38210
gaf,tn,34.42200,8.82250
gae,tn,33.87690,10.10330
dtti,tn,36.72130,9.94315
dje,tn,33.87500,10.77550
ebm,tn,31.70430,9.25462
sfa,tn,34.71800,10.69100
toe,tn,33.93970,8.11056
lrl,tg,9.76733,1.09125
lfw,tg,6.16561,1.25451
anr,be,51.18940,4.46028
ebbe,be,50.75860,4.76833
ebbl,be,51.16830,5.47000
bru,be,50.90140,4.48444
ebbx,be,49.89170,5.22389
crl,be,50.45920,4.45382
ebcv,be,50.57580,3.83100
ebfn,be,51.09030,2.65278
ebfs,be,50.24330,4.64583
qkt,be,50.81720,3.20472
lgg,be,50.63740,5.44322
ost,be,51.19890,2.86222
ebsl,be,50.94750,5.59056
ebst,be,50.79190,5.20167
ebsu,be,50.03440,5.44081
ebul,be,51.14420,3.47556
ebwe,be,51.39480,4.96019
ebzr,be,51.26470,4.75333
edab,de,51.19361,14.51972
aoc,de,50.98195,12.50639
edad,de,51.83169,12.19096
edae,de,52.19586,14.58753
edak,de,51.30806,13.55556
edam,de,51.36306,11.94083
edaq,de,51.55222,12.05389
edau,de,51.29361,13.35611
edax,de,53.30639,12.75222
eday,de,52.58055,13.91667
edaz,de,52.20361,13.15639
bbh,de,54.33825,12.71051
edbj,de,50.91528,11.71444
edbk,de,52.91889,12.42528
edbm,de,52.07361,11.62639
edbr,de,51.36333,14.95000
edca,de,53.83278,13.66861
edcd,de,51.88944,14.53194
edcm,de,51.29694,14.12750
sxf,de,52.38000,13.52250
drs,de,51.13280,13.76720
erf,de,50.97980,10.95810
fra,de,50.03333,8.57056
fmo,de,52.13460,7.68483
ham,de,53.63040,9.98823
thf,de,52.47300,13.40390
cgn,de,50.86590,7.14274
dus,de,51.28950,6.76678
muc,de,48.35380,11.78610
nue,de,49.49870,11.07806
lej,de,51.42389,12.23639
scn,de,49.21460,7.10951
str,de,48.68990,9.22196
txl,de,52.55970,13.28770
haj,de,52.46110,9.68508
bre,de,53.04750,8.78667
qef,de,49.96000,8.64583
hhn,de,49.94870,7.26389
mhg,de,49.47306,8.51417
edfq,de,51.03500,8.68083
edfv,de,49.60695,8.36833
edfz,de,49.96750,8.14722
edge,de,50.99160,10.47973
edgs,de,50.70770,8.08297
xfw,de,53.53528,9.83556
kel,de,54.37944,10.14528
lbc,de,53.80540,10.71920
edkv,de,50.40556,6.52889
edkz,de,51.10000,7.60000
zca,de,51.48389,7.89833
ess,de,51.40230,6.93733
edli,de,51.96472,8.54444
mgl,de,51.23028,6.50444
pad,de,51.61410,8.61632
edls,de,51.99583,6.84056
dtm,de,51.51830,7.61224
agb,de,48.42528,10.93167
edmb,de,48.11111,9.76278
edme,de,48.39611,12.72361
edmn,de,48.10695,10.52500
obf,de,48.08140,11.28310
rbm,de,48.90083,12.51667
edmv,de,48.63500,13.19556
ednl,de,47.85889,10.01417
fdh,de,47.67130,9.51149
szw,de,53.42700,11.78340
zsn,de,52.62889,11.81861
edpa,de,48.77778,10.26472
byu,de,49.98500,11.64000
edqe,de,49.79417,11.13361
hoq,de,50.28861,11.85639
edqt,de,50.01805,10.52944
znv,de,50.32556,7.52861
zqf,de,49.86389,6.78750
zqc,de,49.30472,8.45139
zqw,de,49.20940,7.40056
zql,de,47.97333,8.52222
edtf,de,48.02278,7.83250
edtm,de,48.05389,9.37278
edty,de,49.11833,9.78389
edus,de,51.60750,13.74361
bwe,de,52.31920,10.55610
ksf,de,51.41727,9.38497
edvm,de,52.18139,9.94639
brv,de,53.50694,8.57278
eme,de,53.39111,7.22750
edwf,de,53.27194,7.44167
wvn,de,53.50222,8.05222
bmk,de,53.59639,6.70917
nrd,de,53.70694,7.23000
flf,de,54.77333,9.37889
edxr,de,54.22000,9.59944
gwt,de,54.91320,8.34047
eeei,ee,59.26030,24.20850
kdl,ee,58.99080,22.83070
ure,ee,58.22990,22.50950
epu,ee,58.41900,24.47280
tll,ee,59.41330,24.83280
tay,ee,58.30750,26.69040
enf,fi,68.36260,23.42430
efeu,fi,61.11610,22.20140
kev,fi,61.85604,24.78669
hem,fi,60.25460,25.04280
hel,fi,60.31720,24.96330
efhm,fi,61.68970,23.07370
efhn,fi,59.84890,23.08360
hyv,fi,60.65440,24.88110
efik,fi,60.46250,23.65250
efim,fi,61.24920,28.90370
efit,fi,62.16610,30.07360
ivl,fi,68.60730,27.40530
joe,fi,62.66290,29.60750
jyv,fi,62.39950,25.67830
kau,fi,63.12710,23.05140
kem,fi,65.77870,24.58210
kaj,fi,64.28550,27.69240
efkj,fi,62.46250,22.39310
kok,fi,63.72120,23.14310
efkm,fi,66.71290,27.15680
kao,fi,65.98760,29.23940
ktt,fi,67.70100,24.84680
kuo,fi,63.00710,27.79780
efla,fi,61.14420,25.69350
lpp,fi,61.04460,28.14474
mhq,fi,60.12220,19.89820
efme,fi,62.94670,23.51890
mik,fi,61.68660,27.20180
efnu,fi,60.33390,24.29640
oul,fi,64.93010,25.35460
efpi,fi,61.24560,22.19340
por,fi,61.46170,21.80000
efpu,fi,65.40220,26.94690
efpy,fi,63.73190,25.92630
efrh,fi,64.68810,24.69580
efrn,fi,62.06550,28.35650
rvn,fi,66.56480,25.83040
efry,fi,60.74470,24.10780
svl,fi,61.94310,28.94510
efse,fi,61.06240,26.79890
sot,fi,67.39500,26.61910
tmp,fi,61.41410,23.60440
efts,fi,61.77330,24.02700
tku,fi,60.51410,22.26280
qvy,fi,60.89640,26.93840
vaa,fi,63.05070,21.76220
vrk,fi,62.17110,27.86860
efyl,fi,64.05472,24.72528
bfs,gb,54.65750,-6.21583
enk,gb,54.39890,-7.65167
bhd,gb,54.61810,-5.87250
ldy,gb,55.04280,-7.16111
bhx,gb,52.45390,-1.74803
cvt,gb,52.36970,-1.47972
egbg,gb,52.60780,-1.03194
glo,gb,51.89420,-2.16722
egbo,gb,52.51750,-2.25944
egbp,gb,51.66810,-2.05694
egbt,gb,52.04080,-1.09556
egbw,gb,52.19220,-1.61444
man,gb,53.35370,-2.27495
egcd,gb,53.33810,-2.14889
egdc,gb,51.08720,-4.15034
nqy,gb,50.44060,-4.99541
lye,gb,51.50510,-1.99343
egdm,gb,51.15220,-1.74741
egdr,gb,50.08610,-5.25571
egdx,gb,51.40480,-3.43575
yeo,gb,51.00940,-2.63882
egfe,gb,51.83310,-4.96111
cwl,gb,51.39670,-3.34333
sws,gb,51.60530,-4.06783
brs,gb,51.38270,-2.71909
lpl,gb,53.33360,-2.84972
ltn,gb,51.87470,-0.36833
plh,gb,50.42280,-4.10583
boh,gb,50.78000,-1.84250
sou,gb,50.95030,-1.35680
qla,gb,51.18720,-1.03350
aci,gg,49.70610,-2.21472
gci,gg,49.43500,-2.60197
jer,je,49.20790,-2.19551
esh,gb,50.83560,-0.29722
bqh,gb,51.33080,0.03250
lgw,gb,51.14810,-0.19028
lcy,gb,51.50530,0.05528
fab,gb,51.27580,-0.77633
eglj,gb,51.67610,-1.08083
bbs,gb,51.32390,-0.84750
lhr,gb,51.47060,-0.46194
sen,gb,51.57140,0.69556
lyx,gb,50.95610,0.93917
mse,gb,51.34220,1.34611
egnb,gb,53.71970,-0.56633
cax,gb,54.93750,-2.80917
egne,gb,53.28060,-0.95139
blk,gb,53.77170,-3.02861
huy,gb,53.57440,-0.35083
bwf,gb,54.12861,-3.26750
lba,gb,53.86590,-1.66057
egno,gb,53.74510,-2.88306
ceg,gb,53.17810,-2.97778
iom,im,54.08330,-4.62389
ncl,gb,55.03750,-1.69167
mme,gb,54.50920,-1.42941
ema,gb,52.83110,-1.32806
egod,gb,52.81170,-4.12358
egoe,gb,52.87120,-2.53356
egos,gb,52.79820,-2.66804
egow,gb,53.58160,-3.05552
koi,gb,58.95780,-2.90500
lsi,gb,59.87890,-1.29556
wic,gb,58.45890,-3.09306
abz,gb,57.20190,-2.19778
inv,gb,57.54250,-4.04750
gla,gb,55.87190,-4.43306
edi,gb,55.95000,-3.37250
ily,gb,55.68190,-6.25667
pik,gb,55.50940,-4.58667
beb,gb,57.48110,-7.36278
scs,gb,60.43280,-1.29611
dnd,gb,56.45250,-3.02583
syy,gb,58.21560,-6.33111
tre,gb,56.49920,-6.86917
adx,gb,56.37290,-2.86844
lmo,gb,57.70520,-3.33917
cbg,gb,52.20500,0.17500
egsf,gb,52.46810,-0.25111
nwi,gb,52.67580,1.28278
stn,gb,51.88500,0.23500
egsx,gb,51.72170,0.15417
egsy,gb,53.39430,-1.38849
egtc,gb,52.07220,-0.61667
ext,gb,50.73440,-3.41389
fzo,gb,51.51940,-2.59083
oxf,gb,51.83690,-1.32000
egub,gb,51.61640,-1.09583
egul,gb,52.40930,0.56100
mhz,gb,52.36190,0.48641
eguw,gb,52.12730,0.95626
eguy,gb,52.35720,-0.10783
ffd,gb,51.68220,-1.79003
bzz,gb,51.75000,-1.58362
odh,gb,51.23410,-0.94283
egwc,gb,52.64000,-2.30558
nht,gb,51.55300,-0.41817
qcy,gb,53.09300,-0.16601
egxd,gb,54.13720,-1.42025
egxe,gb,54.29240,-1.53540
egxg,gb,53.83430,-1.19550
beq,gb,52.34260,0.77294
egxj,gb,52.73570,-0.64877
egxp,gb,53.30780,-0.55083
egxt,gb,52.61260,-0.47645
hrt,gb,54.04890,-1.25275
wtn,gb,53.16620,-0.52381
egxz,gb,54.20550,-1.38209
egyd,gb,53.03030,-0.48324
egye,gb,52.96220,-0.56163
knf,gb,52.64839,0.55069
mpn,fk,-51.82280,-58.44720
ams,nl,52.30860,4.76389
ehbd,nl,51.25530,5.60139
mst,nl,50.91170,5.77014
ehdl,nl,52.06060,5.87306
ehdr,nl,53.11920,6.12972
ein,nl,51.45010,5.37453
grq,nl,53.11970,6.57944
ehgr,nl,51.56740,4.93183
dhr,nl,52.92340,4.78062
ley,nl,52.46030,5.52722
lwr,nl,53.22860,5.76056
rtm,nl,51.95690,4.43722
utc,nl,52.12730,5.27619
ens,nl,52.27583,6.88917
lid,nl,52.16610,4.41794
woe,nl,51.44910,4.34203
ork,ie,51.84130,-8.49111
gwy,ie,53.30020,-8.94159
dub,ie,53.42130,-6.27007
noc,ie,53.91030,-8.81849
kir,ie,52.18090,-9.52378
eime,ie,53.30170,-6.45133
snn,ie,52.70200,-8.92482
sxl,ie,54.28020,-8.59921
wat,ie,52.18720,-7.08696
aar,dk,56.30000,10.61900
bll,dk,55.74030,9.15178
cph,dk,55.61790,12.65600
ebj,dk,55.52590,8.55340
ekgh,dk,55.94140,12.38220
krp,dk,56.29750,9.12463
ekls,dk,57.27720,11.00010
ekmb,dk,54.69930,11.44010
ode,dk,55.47670,10.33090
ekpb,dk,54.87030,9.27901
rke,dk,55.58560,12.13140
rnn,dk,55.06330,14.75960
sgd,dk,54.96440,9.79173
sks,dk,55.22105,9.26702
eksv,dk,56.55020,9.17298
ted,dk,57.06880,8.70522
ekvd,dk,55.43630,9.33092
fae,fo,62.06360,-7.27722
ekvh,dk,56.84690,9.45861
sta,dk,55.99010,8.35391
aal,dk,57.09276,9.84924
lux,lu,49.62333,6.20444
aes,no,62.56250,6.11970
anx,no,69.29250,16.14420
alf,no,69.97610,23.37170
enbm,no,60.63890,6.50150
bnn,no,65.46110,12.21750
boo,no,67.26920,14.36530
bgo,no,60.29340,5.21814
bjf,no,70.60050,29.69140
krs,no,58.20420,8.08537
endi,no,60.41730,8.51835
bdu,no,69.05580,18.54040
eve,no,68.49130,16.67810
vdb,no,61.01560,9.28806
fro,no,61.58360,5.02472
osl,no,60.19390,11.10040
hau,no,59.34530,5.20836
haa,no,70.48670,22.13970
ksu,no,63.11180,7.82452
enkj,no,59.96930,11.03610
kkn,no,69.72580,29.89130
fan,no,58.09950,6.62605
mol,no,62.74470,7.26250
mjf,no,65.78400,13.21490
lkl,no,70.06880,24.97350
ntb,no,59.56570,9.21222
ola,no,63.69890,9.60400
rrs,no,62.57840,11.34230
ryg,no,59.37882,10.78544
lyr,no,78.24610,15.46560
ske,no,59.18500,9.56694
srp,no,59.79190,5.34085
ssj,no,65.95680,12.46890
tos,no,69.68330,18.91890
trf,no,59.18670,10.25860
trd,no,63.45780,10.92400
svg,no,58.87670,5.63778
epbc,pl,52.26850,20.91100
gdn,pl,54.37760,18.46620
krk,pl,50.07770,19.78480
epkm,pl,50.23810,19.03420
ktw,pl,50.47430,19.08000
epml,pl,50.32230,21.46210
poz,pl,52.42100,16.82630
rze,pl,50.11000,22.01900
szz,pl,53.58470,14.90220
osp,pl,54.47890,17.10750
epsn,pl,53.79060,15.82630
waw,pl,52.16570,20.96710
wro,pl,51.10270,16.88580
ieg,pl,52.13850,15.79860
escf,se,58.40230,15.52570
esck,se,58.61090,16.10360
escm,se,59.89730,17.58860
rnb,se,56.26670,15.26500
esfr,se,58.49810,13.05320
got,se,57.66280,12.27980
jkg,se,57.75760,14.06870
esgk,se,58.16980,13.58780
ldk,se,58.46550,13.17440
gse,se,57.77470,11.87040
kvb,se,58.45640,13.97270
thn,se,58.31810,12.34500
esia,se,58.51380,14.50710
esib,se,58.42640,12.71440
eskb,se,59.41447,17.88214
ksk,se,59.34590,14.49590
mxx,se,60.95790,14.51140
nyo,se,58.78860,16.91220
eskv,se,59.67590,12.63940
esma,se,56.61080,15.60480
esmg,se,56.95030,13.92170
kid,se,55.92170,14.08550
jld,se,55.94600,12.87000
osk,se,57.35050,16.49800
esmp,se,57.26420,13.59940
klr,se,56.68550,16.28760
mmx,se,55.53631,13.37620
had,se,56.69110,12.82020
esmv,se,57.29220,14.13720
vxo,se,56.92910,14.72800
esna,se,63.73830,15.45830
esnc,se,62.40890,13.74720
evg,se,62.04780,14.42290
gev,se,67.13240,20.81460
huv,se,61.76810,17.08070
esnj,se,66.49620,20.14720
krf,se,63.04860,17.76890
lyc,se,64.54830,18.71620
esnm,se,63.12860,14.80280
sdl,se,62.52810,17.44390
oer,se,63.40830,18.99000
esnp,se,65.39830,21.26080
krn,se,67.82200,20.33680
esnr,se,61.19000,14.71260
sft,se,64.62480,21.07690
esnt,se,62.48140,17.00290
ume,se,63.79180,20.28280
vhm,se,64.57910,16.83360
ajr,se,65.59030,19.28190
orb,se,59.22370,15.03800
vst,se,59.58940,16.63360
lla,se,65.54380,22.12200
espe,se,65.87530,20.14990
esqo,se,59.38660,15.92410
arn,se,59.65190,17.91860
bma,se,59.35440,17.94170
ble,se,60.42200,15.51520
hlf,se,57.52580,15.82330
gvx,se,60.59330,16.95140
lpi,se,58.40620,15.68050
nrk,se,58.58630,16.25060
essu,se,59.35110,16.70840
vby,se,57.66280,18.34620
esuk,se,67.76480,20.25720
spm,de,49.97270,6.69250
rms,de,49.43690,7.60028
ghf,de,49.64810,9.96649
ethb,de,52.27850,9.08217
zcn,de,52.59120,10.02210
ethe,de,52.29120,7.38700
ethf,de,51.11460,9.28600
ethl,de,48.22030,9.91002
ethm,de,50.36600,7.31533
ethn,de,49.39194,9.95889
ethr,de,49.21750,11.10020
eths,de,52.91940,10.18583
etic,de,49.69870,11.94020
znf,de,50.16920,8.96159
etih,de,49.21810,11.83610
etin,de,49.74310,10.20060
etmn,de,53.76770,8.65850
etnd,de,52.58556,8.34222
gke,de,50.96080,6.04242
etnh,de,54.31220,9.53817
etnj,de,53.53350,7.88867
rlg,de,53.91820,12.27830
etnn,de,50.83120,6.65817
etns,de,54.45930,9.51633
etnt,de,53.54780,7.66733
etnw,de,52.45730,9.42717
etoi,de,49.63360,11.76720
etor,de,49.56360,8.46339
etou,de,50.04980,8.32540
etsa,de,48.07060,10.90600
etsb,de,50.17380,7.06333
etse,de,48.32230,11.94870
fel,de,48.20555,11.26694
etsh,de,51.76780,13.16770
igs,de,48.71570,11.53400
etsl,de,48.18550,10.86120
etsn,de,48.71100,11.21150
gut,de,51.92280,8.30633
alj,za,-28.57500,16.53330
agz,za,-29.28180,18.81390
fabb,za,-26.23860,28.30180
biy,za,-32.89710,27.27910
bfn,za,-29.09270,26.30240
fabm,za,-28.24840,28.33610
fabo,za,-27.36680,26.62920
cpt,za,-33.96480,18.60170
facv,za,-31.50030,19.72590
dur,za,-29.61444,31.11972
els,za,-33.03560,27.82590
faeo,za,-26.49560,29.97980
fafb,za,-28.82310,27.90890
gcj,za,-25.98630,28.14010
grj,za,-34.00560,22.37890
fagr,za,-32.19360,24.54140
fagt,za,-33.28470,26.49810
fagy,za,-29.12200,30.58670
faha,za,-28.07870,26.86120
fahr,za,-28.23510,29.10620
hds,za,-24.36860,31.04870
fahv,za,-30.56220,25.52830
jnb,za,-26.13920,28.24600
fakd,za,-26.87110,26.71800
kim,za,-28.80280,24.76520
fakr,za,-26.08083,27.72591
faks,za,-27.66060,27.31580
kmh,za,-27.45670,23.41140
klz,za,-29.68840,17.09400
hla,za,-25.93850,27.92610
fali,za,-26.17570,26.18460
falm,za,-23.15990,29.69650
falw,za,-32.96890,18.16030
lay,za,-28.58170,29.74970
famb,za,-25.68480,29.44020
mgh,za,-30.85740,30.34300
fami,za,-24.98910,29.28310
famj,za,-27.07930,29.77850
famn,za,-25.43000,31.57670
mez,za,-25.70450,26.90900
famu,za,-27.62610,32.04430
ncs,za,-27.77060,29.97690
fany,za,-24.68610,28.43490
faob,za,-34.55490,20.25070
duh,za,-33.60700,22.18900
plz,za,-33.98490,25.61730
fapg,za,-34.08816,23.32872
phw,za,-23.93720,31.15540
fapi,za,-23.92610,29.48440
fapj,za,-31.60590,29.51980
pzb,za,-29.64900,30.39870
nty,za,-25.33380,27.17340
ptg,za,-23.84527,29.45862
faps,za,-26.67100,27.08190
fapy,za,-26.88930,27.50340
utw,za,-31.92020,26.88220
rcb,za,-28.74100,32.09210
farg,za,-25.64430,27.27110
rod,za,-33.81220,19.90280
sbu,za,-29.68930,17.93960
fasc,za,-26.52410,29.17010
fasd,za,-32.96410,17.96930
fasi,za,-26.24940,28.39827
fask,za,-25.80970,28.16460
sis,za,-27.64860,22.99930
